dis_name,location,trail,spirit_class,address,latitude,longitude,phone,email,website,social_link,found_date,certificate,amenities,url
"Birds & Bees Winery, Meadery and Distillery",,,,"#121, 14032 – 23rd Avenue Edmonton AB T6R 3L6, Edmonton, Alberta, T6R 3L6",53.454878,-113.563468,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/birds-bees-winery-meadery-and-distillery/
Bankhall Distillery,,,,"5 Burton Rd, Blackpool, England, FY4 4NW",53.798636,-3.018838,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/bankhall-distillery/
Bently Heritage Estate Distillery,,,,"1601 Water Street, Minden, Nevada, 89423",38.954655,-119.764315,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/bently-heritage-estate-distillery/
Breuckelen Distilling Company,,,,"77 19th Street, Brooklyn, New York, 11232",40.665952,-73.997753,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/breuckelen-distilling/
Bespoken Spirits,,,,"101 W Loudon Ave #136, Lexington, Kentucky, 40508",38.057884,-84.481578,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/bespoken-spirits/
Bluegrass Distillers,,,,"501 West 6th Street, Lexington, Kentucky, 40508",38.05971,-84.491901,,,,,,DSP-KY-20006,[''],https://www.distillerytrail.com/directory-distillery/listing/bluegrass-distillers/
Blue Grass Tours and Charters,,,,"Lexington, Kentucky, 40508",38.040584,-84.503716,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/blue-grass-tours-and-charters/
Blackfish Spirits Distillery,,,,"102 East Main Street, Auburn, Washington, 98002",47.307323,-122.228453,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/blackfish-spirits-distillery/
Bone Hill View Distillery,,,,"321 S Hudson St, Buckner, Missouri, 64016",39.133083,-94.198389,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/bone-hill-view-distillery/
Bier Distillery & Brewery,,,,"5295 W River Dr NE, Comstock Park, Michigan, 49321",43.059413,-85.641201,,,,,,,['EV Charging'],https://www.distillerytrail.com/directory-distillery/listing/bier-distillery-brewery/
Baltimore Spirits Company,,,,"1700 W 41st St #430, Baltimore, Maryland, 21211",39.335868,-76.644316,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/baltimore-spirits-company/
Bluff Creek Distillery & 18 Acres Lounge,,,,"16 S Main St, Caldwell, Kansas, 67022",37.031934,-97.606588,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/bluff-creek-distillery/
Black Sheep Distillery,New York,NY: Western Distillery Trail,Veteran Owned,"8059 Co Rd 77, Prattsburgh, New York, 14873",42.488438,-77.237661,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/black-sheep-distillery/
Batch 206 Distillery,,,,"909 5th Avenue, Seattle, Washington, 98164",47.60621,-122.332071,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/batch-206-distillery/
Black Heron Spirts,,,,"909 5th Avenue, Seattle, Washington, 98164",47.60621,-122.332071,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/black-heron-spirts/
Bondurant Brothers Distillery,,,,"9 E 3rd St, Chase City, Virginia, 23924",0,0,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/bondurant-brothers-distillery/
Big Fat Pastor Spirits,,,,"6754 N Franklin Ave, Loveland, Colorado, 80538",40.46168,-105.0849,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/big-fat-pastor/
BackDrop Distilling,,,,"70 SW Century Dr #100, Bend, Oregon, 97702",44.050541,-121.330551,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/backdrop-distilling/
Bluebird Distilling,,,,"100 Bridge Street, Phoenixville, Pennsylvania, 19460",40.133983,-75.51252,,,,,,DSP-PA-20022,,https://www.distillerytrail.com/directory-distillery/listing/bluebird-distilling/
Black Dog Distillery,,,,"10038 Clow Creek Rd, Suite C, Plainfield, Illinois, 60585",41.699162,-88.238398,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/black-dog-distillery/
Bayou Terrebonne Distillers,,,,"8043 W Main Street, Houma, Louisiana, 70360",29.598677,-90.717315,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/bayou-terrebonne-distillers/
Badlands Distillery,,,,"425 South Dakota 73, Kadoka, South Dakota, 57543",43.838243,-101.52414,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/badlands-distillery/
BlueDyer Distilling Company,,,,"52 Industrial Park, Suite 15/16, Waldorf, Maryland, 20602",38.613318,-76.914292,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/bluedyer-distilling-company/
Blue Rook Distillery,,,,"522 Techwood Drive, Danville, Kentucky, 40422",37.626853,-84.79497,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/blue-rook-distillery/
BENDT Distilling Co.,,,,"225 S. Charles Street, Lewisville, Texas, 75057",33.044721,-96.997161,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/bendt-distilling-co/
Black Sea Shines of the Ozarks – Missouri Distillery,,,,"101 Cassie Ln, Kimberling City, Missouri, 65686",36.598305,-93.425604,,,,,,DSP-MO-20109,,https://www.distillerytrail.com/directory-distillery/listing/black-sea-shines-of-the-ozarks-missouri-distillery/
Black Fox Farm and Distillery,,,,"245 Valley Road Comp 117 Site 319 RR3, Saskatoon, Saskatchewan, S7K 3J6",52.076906,-106.745908,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/black-fox-farm-and-distillery/
Before the Barrel Distillery,,,,"11 S Center St, Corry, Pennsylvania, 16407",41.919728,-79.640525,,,,,,DSP-PA-20203,[''],https://www.distillerytrail.com/directory-distillery/listing/before-the-barrel-distillery/
Barrel House Distilling Co. II,,,,"Sea Biscuit Way, Cynthiana, Kentucky, 41031",38.361949,-84.333373,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/barrel-house-distilling-co-ii/
Big Bottom Distilling,,,,"21420 NW Nicholas Ct #9, Hillsboro, Oregon, 97124",45.531362,-122.895852,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/big-bottom-distilling/
Bainbridge Organic Distillers,,,,"241 Madison Avenue North, Bainbridge Island, Washington, 98110",47.626208,-122.521245,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/bainbridge-organic-distillers/
Barton 1792 Distillery,,,,"300 Barton Road, Bardstown, Kentucky, 40004",37.804906,-85.477828,,,,,,DSP-KY-20030,['Not Open to Public'],https://www.distillerytrail.com/directory-distillery/listing/barton-1792-distillery/
Big Machine Store & Distillery,,,,"122 3rd Ave S, Nashville, Tennessee, 37201",36.160794,-86.775159,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/big-machine-store-distillery/
Berkshire Mountain Distillers,,,,"95 Main Street, Sheffield, Massachusetts, 1257",42.109989,-73.355144,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/berkshire-mountain-distillers/
Barn Dog Craft Distilling,,,,"1851 4 Rod Rd, East Aurora, New York, 14052",42.767838,-78.613359,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/barn-dog-craft-distilling/
Copper Still Distillery,,,,"1600 W Acoma Blvd Ste65, Lake Havasu City, Arizona, 86403",34.495504,-114.353354,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/copper-still-distillery/
Canterbury Brewers & Distillers,,,,"77 Stour St., Canterbury, England, CT1 2NR",51.278728,1.078208,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/canterbury-brewers-distillers/
Bruichladdich Distillery,,,,"Isle of Islay, Bruichladdich, Scotland, PA49 7UN",55.765688,-6.362,,,,,,,['Certified B Corporation'],https://www.distillerytrail.com/directory-distillery/listing/bruichladdich-distillery/
Cascade Hollow Distilling Co. – Home of George Dickel,,,,"1950 Cascade Hollow Road, Normandy, Tennessee, 37360",35.438285,-86.244465,,,,,,DSP-TN-2,[''],https://www.distillerytrail.com/directory-distillery/listing/george-dickel-distillery/
Clynelish Distillery,,,,"Clynelish Rd, Brora, Scotland, KW9 6LR",58.012157,-3.852548,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/clynelish-distillery/
Buffalo Distilling Company,,,,"860 Seneca St, Buffalo, New York, 14210",42.875042,-78.845276,,,,,,DSP-NY-15054,[''],https://www.distillerytrail.com/directory-distillery/listing/buffalo-distilling-company/
Bushmills Distillery,,,,"2 Distillery Rd, Bushmills, County Antrim, Northern Ireland, BT57 8XH",55.202017,-6.519548,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/bushmills-distillery/
Copper Fox Distillery,,,,"9 River Lane, Sperryville, Virginia, 22740",38.658189,-78.217201,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/copper-fox-distillery/
Brush Creek Distillery,,,,"6065 Hwy 130, Saratoga, Wyoming, 82331",41.355298,-106.605795,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/brush-creek-distillery/
Club Caribe Rum Distillers,,,,"109 Calle José de Diego, Cidra, Puerto Rico, 00739",18.171839,-66.157711,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/club-caribe-rum-distillers/
Civilized Spirits,,,,"13512 Peninsula Drive, Traverse City, Michigan, 49684",44.886174,-85.528352,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/civilized-spirits/
Buckeye Distillery,,,,"220 South 4th Street, Tipp City, Ohio, 45371",39.958389,-84.172164,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/buckeye-distillery/
Bully Boy Distillers,,,,"44 Cedric Street, Boston, Massachusetts, 02119",42.325397,-71.070573,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/bully-boy-distillers/
Catskill Distilling Company,,,,"2037 NY-17B, Bethel, New York, 12720",41.684903,-74.876092,,,,,,,['EV Charging'],https://www.distillerytrail.com/directory-distillery/listing/catskill-distilling-company/
Cedar Ridge Vineyards Winery & Distillery,,,,"1441 Marak Road Northwest, Swisher, Iowa, 52338",41.831338,-91.677512,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/cedar-ridge-vineyards-winery-distillery/
Brothers Spirits,,,,"Buellton, California",34.613597,-120.192651,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/brothers-spirits/
Colorado Spirits Trail,Colorado,Colorado Spirits Trail / Denver,Trails,"1451 Bannock Street, Denver, Colorado, 80202",39.739236,-104.990251,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/colorado-spirits-trail/
Copper Bottom Craft Distillery,,,,"998 N Beach St., Holly Hill, Florida, 32117",29.229037,-81.027558,,,,,,,['EV Charging'],https://www.distillerytrail.com/directory-distillery/listing/copper-bottom-craft-distillery/
Connecticut Valley Distillery (Permanently Closed),,,,"7 Industrial Drive, Ellington, Connecticut, 06029",41.920213,-72.454746,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/connecticut-valley-distillery/
Brough Brothers Distillery,Kentucky,Louisville,Black Owned,"1809 Bolling Ave, Louisville, Kentucky, 40210",38.229379,-85.790316,,,,,,DSP-KY-20062,[''],https://www.distillerytrail.com/directory-distillery/listing/brough-brothers-distillery/
Burlock and Barrel Distillery,,,,"417 Magnolia St, Jacksonville, Florida, 32204",30.321504,-81.675478,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/burlock-and-barrel-distillery/
"Chankaska Creek Ranch, Winery & Distillery",,,,"1179 East Pearl Street, Kasota, Minnesota, 56050",44.289696,-93.95089,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/chankaska-creek-ranch-winery/
Coal Pick Distillery,,,,"1825 Log Creek Lane, Drakesboro, Kentucky, 42337",37.359663,-87.262256,,,,,,DSP-KY-20051,[''],https://www.distillerytrail.com/directory-distillery/listing/coal-pick-distillery/
Cocke Mountain Moonshine Distillery,,,,"238 East Broadway Street, Newport, Tennessee, 37821",35.967041,-83.187658,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/cocke-mountain-moonshine-distillery/
Connacht Whiskey Company,,,,"Belleek, Ballina, Co. Mayo, F26 P932",54.121715,-9.144475,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/connacht-whiskey-company/
Capstone Spirits Distillery,,,,"20 J R Hawvermale Way, Berkeley Springs, West Virginia, 25411",39.473303,-78.305067,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/capstone-spirits-distillery/
Cleveland Whiskey,,,,"1768 E 25th St, Cleveland, Ohio, 44114",41.506046,-81.672077,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/cleveland-whiskey/
Cooper River Distillers (Closed),,,,"34 N. 4th St., Camden, New Jersey, 08104",39.945477,-75.122299,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/cooper-river-distillers/
Cart/Horse Distilling,,,,"12030 Edinboro Rd, Edinboro, Pennsylvania, 16412",41.908003,-80.125978,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/cart-horse-distilling/
Central Standard Craft Distillery,,,,"2330 E Clybourn St (Not open to the Public), Milwaukee, Wisconsin, 53202",43.036454,-87.903949,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/central-standard-craft-distillery/
Cook's Mill Whiskey,,,,"1920 Cooks Mill Rd, Mebane, North Carolina, 27302",36.120131,-79.287059,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/cooks-mill-whiskey/
Cathead Distillery,,,,"422 S Farish St, Jackson, Mississippi, 39201",32.295775,-90.187587,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/cathead-distillery/
Bruinwood Estate Distillery,,,,"2040 Porter Road Roberts Creek, Roberts Creek, British Columbia, V0N 2W5",49.416635,-123.5829,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/bruinwood-estate-distillery/
Chicago Distilling Company,,,,"2359 N Milwaukee Ave, Chicago, Illinois, 60647",41.924302,-87.699055,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/chicago-distilling-company/
Casa Sauza,,,,"C. Luis Navarro #70, Centro, Jalisco, 46400",20.884457,-103.84147,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/casa-sauza/
Bulleit Distilling Co.,,,,"3464 Benson Pike, Shelbyville, Kentucky, 40065",38.219094,-85.145206,,,,,,DSP-KY-20028,[''],https://www.distillerytrail.com/directory-distillery/listing/bulleit-distilling-co/
Cooper’s Daughter Spirits at Olde York Farm,New York,NY: Hudson Valley Distillery Trail,Woman Owned,"284 NY-23, Claverack, New York, 12513",42.220408,-73.712182,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/coopers-daughter-spirits-at-olde-york-farm/
Bucket Shop Distillery,,,,"741 North Main Street, Spearfish, South Dakota, 57783",44.490817,-103.85937,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/bucket-shop-distillery/
Cinco Vodka,,,,"198 Dolorosa, San Antonio, Texas, 78205",29.424122,-98.493628,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/cinco-vodka/
Cockpit Craft Distillery (Closed),,,,"4893 Galley Road, Colorado Springs, Colorado, 80915",38.846469,-104.7371,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/cockpit-craft-distillery/
Broken Barrel Whiskey Co.,,,,"2332 E. 8th Street, Los Angeles, California, 90021",34.029507,-118.230997,,,,,,,[''],https://www.distillerytrail.com/directory-distillery/listing/broken-barrel-whiskey-co/
Cantilever Distillery + Hotel,,,,"2078 Spruce Street, Ranier, Minnesota, 56668",48.614595,-93.348418,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/cantilever-distillery-hotel/
Connecticut Distilling,,,,"2066 Thomaston Ave, Waterbury, Connecticut, 06704",41.597583,-73.056362,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/connecticut-distilling/
Clayton Distillery,,,,"40164 NY-12, Clayton, New York, 13624",44.248603,-76.049083,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/clayton-distillery/
Company Rum Farm,,,,"59 Kohala Mountain Rd, Waimea, Hawaii, 96743",20.116963,-155.788606,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/company-rum/
Chesapeake Bay Distillery,,,,"Virginia Beach, Virginia, 23451",36.852926,-75.977985,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/chesapeake-bay-distillery/
Buffalo City Distillery,,,,"8821 Caratoke Hwy, Point Harbor, North Carolina, 27964",36.095783,-75.810674,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/buffalo-city-distillery/
Cascade Street Distillery,,,,"261 W Cascade Ave, Sisters, Oregon, 97759",44.29109,-121.55186,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/cascade-street-distillery/
Charbay Winery & Distillery,,,,"3001 S State St suite 48, Ukiah, California, 95482",39.11136,-123.196517,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/charbay-winery-distillery/
Copper Mule Distillery,,,,"2258 Highway 100, Hermann, Missouri, 65041",38.700398,-91.410733,,,,,,,,https://www.distillerytrail.com/directory-distillery/listing/copper-mule-distillery/
