dis_name,location,trail,spirit_class,address,latitude,longitude,phone,email,website,social_link,found_date,certificate,amenities
Royal Foundry Craft Spirits,,,,"241 Fremont Ave N, Minneapolis, Minnesota, 55405",44.979606,-93.29613,,,,,,,
Sanctuary Spirits,,,,"902 E Saginaw Hwy, Grand Ledge, Michigan, 48837",42.740282,-84.735454,,,,,,,['']
Shine Distillery & Grill,,,,"4232 N. Williams Ave, Portland, Oregon, 97217",45.55442,-122.666349,,,,,,,['']
Sante Fe Spirits,,,,"7505 Mallard Way Unit I, Santa Fe, New Mexico, 87507",35.636091,-106.065426,,,,,,,
Sidetrack Distillery,,,,"109 2nd Avenue South, Kent, Washington, 98032",47.380934,-122.234843,,,,,,,
Rocking M Ranch Distillery,,,,"Henrietta, Texas, 76365",33.817322,-98.195322,,,,,,,
Red Brick Craft Distillery,,,,"2628 Martha St., Philadelphia, Pennsylvania, 19125",39.98506,-75.122384,,,,,,,
SanTan Spirits,,,,"495 E Warner Rd, Chandler, Arizona, 85225",33.334512,-111.833663,,,,,,,
Quartz Mountain Distillers,,,,"4601 NE 78th St #220, Vancouver, Washington, 98665",45.678256,-122.623974,,,,,,,['']
Rocking C Distillery,,,,"20665 US Highway 136, Princeton, Missouri, 64673",40.402945,-93.563103,,,,,,,
Short Path Distillery,,,,"71 Kelvin St, Everett, Massachusetts, 02149",42.405275,-71.066537,,,,,,,
Rhythm River Distillery (Coming 2025),,,,"405 North Main Street, Henderson, Kentucky, 42420",37.843803,-87.590185,,,,,,,['']
Rod & Hammer’s Slo Stills,,,,"855 Aerovista Place, San Luis Obispo, California, 93401",35.241619,-120.640981,,,,,,,
RE:FIND Distillery,,,,"2725 Adelaida Road, Paso Robles, California, 93446",35.650903,-120.741326,,,,,,DSP-CA-15119,
Savage & Cooke Distillery,,,,"1097 Nimitz Avenue, Vallejo, California, 94592",38.099075,-122.270181,,,,,,,
Seventeen Twelve Spirits,,,,"300 Thornburg Dr SE, Conover, North Carolina, 28613",35.696508,-81.201206,,,,,,,['']
Red River Gorge Distillery (Coming Soon),Kentucky,Moonshine Trail,Coming Soon,"1255 Natural Bridge Rd, Slade, Kentucky, 40376",37.784524,-83.691012,,,,,,,['']
Seven Three Distilling Co.,,,,"301 North Claiborne Avenue, New Orleans, Louisiana, 70112",29.961112,-90.076341,,,,,,DSP-LA-20018,
Shelter Point Distillery,,,,"4650 Regent Rd, Campbell River, British Columbia, V9H 1E3",49.878349,-125.128805,,,,,,,
Reservoir Distillery,,,,"1800 Summit Avenue, Richmond, Virginia, 23230",37.569823,-77.468675,,,,,,,
Real Spirits Distilling Co.,,,,"231 San Saba Ct, Blanco, Texas, 78606",30.113718,-98.412683,,,,,,,['']
Scratch Distillery,,,,"100 5th Avenue North, Edmonds, Washington, 98020",47.810652,-122.377355,,,,,,,['']
Saddlestone Distillery (At Equus Run Vineyards),,,,"1280 Moores Mill Road, Midway, Kentucky, 40347",38.158659,-84.644867,,,,,,,['']
Sabbatical Labs,,,,"16021 CA-4, Holt, California, 95234",37.890942,-121.512373,,,,,,,
Rolling River Spirits,,,,"1215 SE 8th Ave suite H, Portland, Oregon, 97214",45.523062,-122.676482,,,,,,,['']
Red Fork Distillery,,,,"3310 Southwest Blvd, Tulsa, Oklahoma, 74107",36.115246,-96.009014,,,,,,,
Ragged Branch Distillery,,,,"1015 Taylors Gap Road, Charlottesville, Virginia, 22903",38.006165,-78.627346,,,,,,,['']
Rivulet Liqueur,,,,"111 W Washington Street, Suite 406, Louisville, Kentucky, 40202",38.256981,-85.751644,,,,,,,['']
Scissortail Distillery,,,,"2318 N Moore Ave, Moore, Oklahoma, 73160",35.360202,-97.497076,,,,,,,
Scotts Point Distillery,,,,"1109 Post Rd, Bath, Bath, North Carolina, 27808",35.501038,-76.799027,,,,,,,
Ravens Crest Distilling (Coming 2023),,,,"Lexington, Kentucky, 40508",38.040584,-84.503716,,,,,,,['']
Republic Restoratives Distillery,Washington D.C.,DISCUS,Woman Owned,"1369 New York Ave NE, Washington, Washington D.C., 20001",38.915287,-76.985323,,,,,,,['']
Royal Oak Distillery,,,,"Clorusk Lower, Royaloak, County Carlow, R21 EO86",52.702249,-6.980406,,,,,,,
Quincy Street Distillery,,,,"39 E Quincy Street, Riverside, Illinois, 60546",41.827188,-87.8174,,,,,,,
Royalty Spirits,,,,"3439 NE Sandy Blvd., Portland, Oregon, 97232",45.532772,-122.628497,,,,,,,['']
Ross & Squibb Distillery,,,,"7 Ridge Avenue, Greendale, Indiana, 47025",39.099901,-84.861509,,,,,,,['']
Ranger Creek Brewing & Distilling,,,,"4834 Whirlwind Dr, San Antonio, Texas, 78217",29.52938,-98.397051,,,,,,,['']
Silent Brigade Distillery,,,,"426 Broadway Street, Paducah, Kentucky, 42001",37.086093,-88.598777,,,,,,,['']
Ransom Distillery & Wines,,,,"525 NE 3rd Street, McMinnville, Oregon, 97128",45.210256,-123.193988,,,,,,,['']
Red Barn Likker,,,,"Abbeville, South Carolina, 29620",34.178172,-82.379015,,,,,,,
RHS Distillery,,,,"1210 Dillingham Blvd #25A, Honolulu, Hawaii, 96817",21.323243,-157.87399,,,,,,,
Rose City Distilling,,,,"7272 SW Durham Rd, Portland, Oregon, 97224",45.400578,-122.751649,,,,,,,['']
Rowhouse Spirits,,,,"2440 Frankford Ave, Philadelphia, Pennsylvania, 19125",39.982431,-75.127061,,,,,,,
Salt Flats Spirits,,,,"2020 Industrial Cir, Salt Lake City, Utah, 84104",40.729794,-111.949175,,,,,,,['']
Seersucker Distillery,,,,"8501 Cover Road, San Antonio, Texas, 78263",29.337522,-98.312908,,,,,,,['']
Sailbird Distilling Company,,,,"215 W Davis Industrial Dr ste a, St. Augustine, Florida, 32084",29.87501,-81.360562,,,,,,,['']
Saint James Spirits,,,,"Irwindale, California",34.106953,-117.935341,,,,,,,['']
Samuel Berton Distilling,,,,"108 Front St #102, Labadie, Missouri, 63055",38.528475,-90.847989,,,,,,,
R6 Distillery,,,,"909 E. El Segundo Blvd., El Segundo, California, 90245",33.916666,-118.405996,,,,,,,['']
Shire Distilling Co.,,,,"505 Bains St #303, Brookshire, Texas, 77423",29.780968,-95.957088,,,,,,,
Riversands Distillery,,,,"117 North Newport Street, Kennewick, Washington, 99336",46.211246,-119.137234,,,,,,,
Shakespeare Distillery,,,,"Unit A Drayton Manor Drive, Stratford-upon-Avon, England, CV37 9RQ",52.195171,-1.759656,,,,,,,['']
Sandy River Distillery,,,,"Farmington, Maine, 4938",44.6705,-70.151217,,,,,,,['']
Ridge Runner Spirits,,,,"417 Fayette Springs Road, Chalkhill, Pennsylvania, 15421",39.84293,-79.619853,,,,,,,
SILO Distillery,,,,"3 Artisans Way, Windsor, Vermont, 05089",43.514362,-72.402096,,,,,,,['']
Second Sight Spirits,,,,"301 Elm Street, Ludlow, Kentucky, 41016",39.093421,-84.548407,,,,,,DSP-KY-20020,['']
Rocker Spirits,,,,"5587 S Hill St, Littleton, Colorado, 80120",39.615747,-105.014427,,,,,,,
Sheringham Distillery,,,,"252 - 6731 W Coast Rd, Sooke, British Columbia, V9Z 0S9",48.375436,-123.724274,,,,,,,['']
Rusted Crow Spirits,,,,"13614 Michigan Avenue, Dearborn, Michigan, 48126",42.336982,-83.273263,,,,,,,
Silver Tree Beer & Spirits,,,,"2112 E 100 N Rd, Paxton, Illinois, 60957",40.415127,-88.057462,,,,,,,
Rock Creek Distillery,,,,"1742 S Main, Shattuck, Oklahoma, 73858",36.258918,-99.880841,,,,,,,
RD1 Spirits,,,,"1170 Manchester St Suite 190, Lexington, Kentucky, 40508",38.055559,-84.517713,,,,,,,['']
Royal Lochnagar Distillery,,,,"Crathie, Ballater, Scotland, AB35 5TB",57.05003,-3.036649,,,,,,,
Sangfroid Distilling,,,,"5130 Baltimore Avenue, Hyattsville, Maryland, 20781",38.952312,-76.940915,,,,,,,['']
Rhode Island Spirits Distillery & Tasting Room,,,,"59 Blackstone Ave, Pawtucket, Rhode Island, 02860",41.834983,-71.383732,,,,,,,
Reformation Brewery & Craft Spirits,,,,"105 Elm St., Woodstock, Georgia, 30188",34.099948,-84.520509,,,,,,,
Secret Garden Distillery,,,,"32A Old Pentland Rd, Lothianburn, Edinburgh, England, EH10 7EA",52.355518,-1.17432,,,,,,,['']
Red Cedar Spirits,,,,"2000 Merritt Rd, East Lansing, Michigan, 48823",42.748515,-84.449838,,,,,,,['']
Renaissance Artisan Distillers,,,,"10 West Bowery Street, Akron, Ohio, 44308",41.081445,-81.519005,,,,,,,
Safe House Distilling Co.,,,,"616 Gold Ave SW, Albuquerque, New Mexico, 87102",35.083738,-106.654852,,,,,,DSP-NM-20023,
Russell City Distillery,,,,"Hayward, California",37.668821,-122.080796,,,,,,,
Siesta Key Rum,,,,"2212 Industrial Blvd, Sarasota, Florida, 34234",27.376499,-82.524834,,,,,,,['']
Redd Rose Vodka,,,,"Charlotte, North Carolina, 28262",35.330153,-80.732529,,,,,,,['']
Revolution Spirits Distilling Co.,,,,"12345 Pauls Valley Rd Building H, Austin, Texas, 78737",30.235888,-98.010599,,,,,,DSP-TX-20020,['']
Revel Spirits,,,,"3900 Midway Avenue, Culver City, California, 90232",34.015221,-118.406965,,,,,,,['']
Salt Spring Shine Distillery,,,,"194 Kitchen Rd, Salt Spring Island, British Columbia, V8K 2B3",48.806909,-123.469572,,,,,,,['']
San Luis Spirits,,,,"27490 Ranch Road 12, Dripping Springs, Texas, 78620",30.190207,-98.086678,,,,,,,['']
Seedy Fruit Wine Company,,,,"7 Sanderson Rd, Milton, Vermont, 05468",44.659436,-73.144586,,,,,,,['']
Sea Hagg Distillery,,,,"135 Lafayette Rd #9, North Hampton, New Hampshire, 03862",42.983574,-70.832569,,,,,,,
Sagaponack Farm Distillery,,,,"612 Sagg Main Street, Sagaponack, New York, 11962",40.925378,-72.278138,,,,,,,['']
Rebecca Creek Distillery,,,,"26605 Bulverde Rd, San Antonio, Texas, 78260",29.694368,-98.454627,,,,,,,['']
Seacrets Distilling Company,,,,"117 49th Street, Ocean City, Maryland, 21842",38.374563,-75.071564,,,,,,,
Rock Bottom Distillers,,,,"109 South Limestone Street, Gaffney, South Carolina, 29340",35.071795,-81.64982,,,,,,,['']
River Basin Distillery,,,,"2040 Lafayette St, New Orleans, Louisiana, 70113",29.949463,-90.075949,,,,,,DSP-LA-20021,
Sherwoods Winery and Distillery,,,,"6743 East Cook Lake Road, Duluth, Minnesota, 55803",47.001148,-92.262637,,,,,,,
Seven Troughs Distilling,,,,"1155 Watson Way, Suite 5, Sparks, Nevada, 89431",39.524866,-119.734237,,,,,,,
"Round Barn Winery, Brewery and Distillery",,,,"10983 Hills Rd, Baroda, Michigan, 49101",41.921363,-86.453815,,,,,,,['']
S and G Artisan Distillery,,,,"Little Miami Scenic Trail, Yellow Springs, Ohio, 45387",39.806449,-83.886874,,,,,,,['']
Red Soles Stillhouse,,,,"3230 Oakdale Road, Pasa Robles, California, 93446",35.566741,-120.752529,,,,,,,
Sagamore Spirit Distillery,,,,"301 E Cromwell Street, Baltimore, Maryland, 21230",39.264022,-76.606227,,,,,,DSP-MD-20019,['']
Revelton Distillery,,,,"1400 W Clay Street, Osceola, Iowa, 50213",41.040708,-93.786811,,,,,,,
San Juan Island Distillery,,,,"195 Reuben Memorial Drive, Friday Harbor, Washington, 98250",48.609822,-123.148798,,,,,,,['']
Shmidt Spirits (Coming Soon.),,,,"10360 Southard Drive, Beltsville, Maryland, 20705",39.032404,-76.906607,,,,,,,['']
S.D. Strong Distilling,,,,"8500 NW River Park Dr #136a, Parkville, Missouri, 64152",39.188926,-94.67645,,,,,,,
Rio Brazos Distillery,,,,"102 University Drive, College Station, Texas, 77840",30.627977,-96.334407,,,,,,,
Seven Caves Spirits,,,,"7950 Stromesa Ct, San Diego, California, 92126",32.892932,-117.147766,,,,,,,['']
Sideshow Spirits Distillery & Cocktail Bar,,,,"1630 P St, Lincoln, Nebraska, 68508",40.815052,-96.697318,,,,,,,
Rollins Distillery,,,,"831 Gulf Breeze Parkway, Gulf Breeze, Florida, 32561",30.357301,-87.163968,,,,,,,
Rocheport Distilling,,,,"12847 W Hwy Bb, Rocheport, Missouri, 65279",38.968221,-92.53345,,,,,,,
Rootstock Cider & Spirits,,,,"3274 Eddy Rd, Williamson, New York, 14589",43.223923,-77.186128,,,,,,,
Rush Creek Distilling,,,,"1501 W Diggins Street, Harvard, Illinois, 60033",42.422667,-88.633558,,,,,,,
San Diego Distillers Guild,,,,"402w Broadway, San Diego, California, 92101",32.715738,-117.161084,,,,,,,['']
Santa Fe Spirits Distillery,,,,"7505 Mallard Way, Unit I, Santa Fe, New Mexico, 87507",35.636091,-106.065426,,,,,,,
Reading Distilling Guild,,,,"525 Penn Street, Reading, Pennsylvania, 19601",40.335648,-75.926875,,,,,,,
Rattlesnake Creek Distillers,,,,"2120 Dixon Street, Missoula, Montana, 59801",46.840808,-114.030813,,,,,,DSP-MT-20010,
Short Mountain Distillery,,,,"307 West Main Street, Woodbury, Tennessee, 37190",35.827567,-86.071657,,,,,,,['']
Roe & Co Distillery,,,,"92 James's Street, Dublin 8, D08 YYW9",53.358171,-6.238062,,,,,,,
Salvation Spirits Distillery,,,,"10091 US-290, Fredericksburg, Texas, 78624",30.221933,-98.730567,,,,,,DSP-TX-20184,['']
Sin Vodka,,,,"5550 Painted Mirage Road, Suite 320, Las Vegas, Nevada, 89149",36.261762,-115.254957,,,,,,,
Red Bordner Distillery,,,,"3121 Old Furnace Road, Boiling Springs, South Carolina, 29316",35.046508,-81.981773,,,,,,,
R.D. Wilhelm Distilling Co.,,,,"1120 West Olney Road, Norfolk, Virginia, 23507",36.86434,-76.307812,,,,,,,
Revolution Spirits,,,,"12345 Pauls Valley Road, Austin, Texas, 78737",30.235888,-98.010599,,,,,,,['']
Regneration Distilling Co.,,,,"31 E Broadway Street, Winchester, Kentucky, 40391",37.839333,-84.270018,,,,,,,['']
Sespe Creek Distillery,,,,"2451 Eastman Ave, Oxnard, California, 93030",34.199611,-119.142971,,,,,,,['']
Railean Distillers,,,,"809 Avenue I, San Leon, Texas, 77539",29.483286,-94.922147,,,,,,,
Seven Jars Distillery,,,,"6148 Brookshire Blvd A, Charlotte, North Carolina, 28216",35.287561,-80.906343,,,,,,,['']
R.M. Rose and Company Distillers,,,,"890 Franklin St, Dillard, Georgia, 30537",34.967141,-83.38477,,,,,,,
Rum Tropic Distillery,,,,"22 Bayview Ave suite 47, Stonington, Connecticut, 06378",41.338165,-71.897803,,,,,,,
Rockin' A Distillery,,,,"44307 E. STATE ROUTE. B, Creighton, Missouri, 64739",38.481906,-94.17894,,,,,,,
Ryan & Wood Distilleries,,,,"15 Great Republic Dr, Gloucester, Massachusetts, 01930",42.615935,-70.661944,,,,,,,
Red Eye Louie's,,,,"12820 County Road 42, Jemison, Alabama, 35085",32.980672,-86.6856,,,,,,,
Roulaison Distilling Co.,,,,"2727 S Broad Ave Suite #103, New Orleans, Louisiana, 70125",29.951543,-90.100399,,,,,,DSP-LA-20015,
Reverb Distilling,,,,"101 Piper Lane, Spicewood, Texas, 78669",30.473732,-98.122124,,,,,,,['']
Salish Sea Organic Liquers,,,,"1328 College Street Southeast, Lacey, Washington, 98503",47.034263,-122.823192,,,,,,,
Saint Lawrence Spirits,,,,"514 Mary Street, Clayton, New York, 13624",44.239491,-76.085776,,,,,,,
San Antonio Distillery,,,,"715 Saint Paul Street, Gonzales, Texas, 78629",29.50427,-97.452947,,,,,,,
Rademon Estate Distillery,,,,"65 Church Rd, Crossgar, Downpatrick, Northern Ireland, BT30 9HR",54.395855,-5.790874,,,,,,,
Rogue Spirits,,,,"2122 Marine Science Drive, Newport, Oregon, 97365",44.622233,-124.04715,,,,,,,
Rediviva Distilling,,,,"3333 Index St Bldg#2, Washougal, Washington, 98671",45.568029,-122.336133,,,,,,,['']
Scotch Whisky Association,England /,Scotland,Associations / Guilds,"Quartermile Two, 2 Lister Square, Edinburgh, Scotland, EH3 9GL",55.943841,-3.193395,,,,,,,
Sand Creek Distillery,,,,"324 5th St suite a, Hugo, CO 80821, Hugo, Colorado, 80821",39.1361,-103.469945,,,,,,,
River Hill Distillery,,,,"16 East Main Street, Luray, Virginia, 22835",38.665397,-78.459452,,,,,,,['']
Sazerac Tennessee Whiskey Distillery (As yet unnamed. Coming 2020.),,,,"5101 Asbury Road, Murfreesboro, Tennessee, 37129",35.897534,-86.489432,,,,,,,['']
Seven Stills Brewery & Distillery,,,,"100 Hooper Street, Suite #4, San Francisco, California, 94107",37.768687,-122.399391,,,,,,,
s,,,,"115 North Piedmont Avenue, Kings Mountain, North Carolina, 28086",35.242038,-81.342713,,,,,,,['']
Sandstone Distillery,,,,"842 Wright Rd SE, Tenino, Washington, 98589",46.869649,-122.903389,,,,,,,
Seven Brothers Distilling,,,,"7755 Brakeman Rd, Painesville, Ohio, 44077",41.658363,-81.144965,,,,,,,
Sinister Distilling,,,,"635 NE Water Ave. Suite D, Albany, Oregon, 97321",44.639208,-123.098134,,,,,,,['']
Silverback Distillery,Pennsylvania /,Virginia,Woman Owned,"9374 Rockfish Valley Highway, Afton, Virginia, 22920",37.970424,-78.83543,,,,,,,['']
Sipsmith London Gin,,,,"83 Cranbrook Road, London, England, W4 2LJ",51.4913,-0.252496,,,,,,,['Certified B Corporation']
S & B Farmstead Distillery,,,,"212 East Ramsey Street, Bancroft, Iowa, 50517",43.29281,-94.215416,,,,,,,
Red Horse Distillery,,,,"11000 Metro Pkwy Unit 23, Fort Myers, Florida, 33966",26.581008,-81.853711,,,,,,,
Retribution Distilling Co.,,,,"Frome, England, BA11 1BT",51.230751,-2.320096,,,,,,,['']
Shadow Ridge Spirits Company,,,,"3044 Industry Street STE 107, Oceanside, California, 92054",33.201182,-117.335985,,,,,,,['']
Rhine Hall Distillery,,,,"2010 West Fulton Street, Chicago, Illinois, 60612",41.88713,-87.678015,,,,,,,
Savage Boar Spirits,,,,"Airway Heights, Washington, 99001",47.644611,-117.593273,,,,,,,
San Juan Artisan Distillers,,,,"620, Vega Alta, Puerto Rico, 00692",18.4018,-66.343828,,,,,,,
Sipp'n Sweet Corn Whiskey,,,,"303 SE 2nd St, Grimes, Iowa, 50111",41.687752,-93.792318,,,,,,,
Rolling Still Distillery,,,,"110 Paseo Del Pueblo Norte Suite D, Taos, New Mexico, 87571",36.407859,-105.573108,,,,,,,['']
Silver Brothers Distillery (Opening Summer 2022),,,,"155 Shaker Museum Road, Old Chatham, New York, 12136",42.439907,-73.586511,,,,,,,['']
Schnapsleiche Spirits,,,,"19151 144th Avenue Northeast, Woodinville, Washington, 98072",47.765889,-122.148522,,,,,,,['']
Ron Del Barrilito,,,,"PR-5, Bayamón, Puerto Rico, 00961",18.392992,-66.156426,,,,,,,
Redmont Distilling Company,,,,"4550 5th Ave S Building N, Birmingham, Alabama, 35222",33.528609,-86.765704,,,,,,,
Seventy Eight °C Spirits,,,,"2660 Discovery Dr Ste 136, Raleigh, North Carolina, 27616",35.862212,-78.595314,,,,,,,['']
Raleigh Rum Company,,,,"1100 Corporation Pkwy #132, Raleigh, North Carolina, 27610",35.793698,-78.568128,,,,,,,['']
RockFilter Distillery,,,,"113 Maple Drive, Spring Grove, Minnesota, 55974",43.561707,-91.635837,,,,,,,
Seattle Distilling,,,,"98th Place Southwest, Vashon, Washington, 98070",47.44732,-122.45985,,,,,,,
Saxtons River Distillery,,,,"155 Chickering Drive, Brattleboro, Vermont, 05301",42.879719,-72.562536,,,,,,,['']
Sisterdale Distilling Co.,,,,"3733 Westheimer Rd Ste 1038, Houston, Texas, 77027",29.741297,-95.43966,,,,,,,
St. Julian Winery & Distillery,,,,"716 S. Kalamazoo Street, Paw Paw, Michigan, 49079",42.212251,-85.891713,,,,,,,['']
Smith Holler Distillery,,,,"305 Lynn St, Cloverport, Kentucky, 40111",37.837163,-86.625638,,,,,"January 31, 2022",DSP-KY-20073,['']
Syntax Spirits,,,,"700 6th Street, Greeley, Colorado, 700 6th St, Greeley, CO 80631",40.426856,-104.689257,,,,,,,
Sonoma Coast Spirits,,,,"372 N McDowell Blvd a, Petaluma, California, 94954",38.252319,-122.63142,,,,,,,
Stark Brewing Company and Distillery,,,,"500 N Commercial Street, Manchester, New Hampshire, 03101",42.994673,-71.467875,,,,,,,
Stein Distillery,,,,"604 N Main St., Joseph, Oregon, 97846",45.357771,-117.229612,,,,,,,
Sono 1420 American Craft Distillers,,,,"19 Day St, Norwalk, Connecticut, 06854",41.095387,-73.417166,,,,,,,['']
South Carolina Craft Distillers Guild,,,,"4142 Fish Hatchery Road, Gaston, South Carolina, 29053",33.836081,-81.163725,,,,,,,
South Congress Distillery,,,,"907 S Congress Ave, Austin, Texas, 78704",30.254619,-97.747506,,,,,,,['']
Smith Creek Distillery,Missouri /,Tennessee,Smoky Mountains,"1645 Parkway, Suite 1090 (At Tanger Outlets), Sevierville, Tennessee, 37862",35.833396,-83.568539,,,,,,,
Sun Liquor Distillery,,,,"4606 Union Bay Pl NE, Seattle, Washington, 98105",47.662869,-122.294343,,,,,,,['']
Spirit of Birmingham Distillery,,,,"1510 Stratford Rd, Birmingham, England, B28 9ET",52.421693,-1.835301,,,,,,,['']
Snatching Lady Distillery,,,,"500 Front Street, Fairplay, Colorado, 80440",39.224043,-106.002251,,,,,,,['']
Tahoe Moonshine Distillery,,,,"South Lake Tahoe, California",38.939926,-119.977187,,,,,,,
Striped Lion Distilling,,,,"740 N Broad St, Woodbury, New Jersey, 08096",39.847047,-75.145372,,,,,,,
Swilled Dog,,,,"28 Pendleton County Industrial Park Rd, Upper Tract, West Virginia, 26866",38.782986,-79.285054,,,,,,,['']
Smith River Spirits,,,,"1317 Eggleston Falls Rd, Ridgeway, Virginia, 24148",36.620863,-79.833832,,,,,,,['']
StilL 630 Distillery,,,,"1000 S 4th St, Saint Louis, Missouri, 63104",38.616647,-90.192785,,,,,,,
Star Union Spirits,,,,"300 5th Street, Suite 135, Peru, Illinois, 61354",41.327845,-89.142018,,,,,,DSP-IL-20036,
Spinnakers,,,,"308 Catherine St, Victoria, British Columbia, V9A 3S8",48.429077,-123.385054,,,,,,,['']
Storyhouse Spirits,,,,"1220 J Street, San Diego, California, 92101",32.709631,-117.153451,,,,,,DSP-CA-20201,['']
Stumpy's Spirits Distillery,,,,"1727 Centerville Rd, Columbia, Illinois, 62236",38.419907,-90.16334,,,,,,,
spiritsEUROPE,,,,"Rue Belliard 12, Brussels, 1040",50.84258,4.369002,,,,,,,
St. Louis Distillery,,,,"755, 3815, Friedens Rd, St. Charles, Missouri, 63303",38.764495,-90.521241,,,,,,,
Sundance Distilling,,,,"2179 NE Industry Drive, Grants Pass, Oregon, 97526",42.432068,-123.294293,,,,,,,
Sonoran Spirits,,,,"Phoenix, Arizona",33.448377,-112.074037,,,,,,,
T's Redneck Distillery,,,,"221 Evergreen Pkwy, Lebanon, Missouri, 65536",37.663756,-92.653247,,,,,,,
Paso Robles Distillery Trail,California,Paso Robles Distillery Trail,Trails,"Paso Robles, California, 93446",35.636876,-120.654502,,,,,,,
Spirits Lab Distilling Company,,,,"105 Ann St, Newburgh, New York, 12550",41.498901,-74.011788,,,,,,,
Sun City Distillery,,,,"1305 Texas Ave, El Paso, Texas, 79901",31.765799,-106.476572,,,,,,,
Smooth 42 Craft Distillery,,,,"400 Cathcart St, Brownlee, Saskatchewan, S0H 0M0",50.734228,-106.019549,,,,,,,
St. Petersburg Distillery,,,,"800 31st St S, St. Petersburg, Florida, 33712",27.761769,-82.674925,,,,,,,['']
Spirit of Texas Brewstillery,,,,"1715 Dalshank St, Pflugerville, Texas, 78660",30.48006,-97.584137,,,,,,,['']
Spirit Works Distillery,,,,"Sebastopol, California",38.402136,-122.823881,,,,,,,
Stark Spirits Distillery,,,,"1260 Lincoln Avenue #1100, Pasadena, California, 91103",34.168801,-118.158605,,,,,,,['']
Stahl Peak Distillery,,,,"45 Front St Suite 5, Eureka, Montana, 59917",48.890067,-114.91935,,,,,,DSP-MT-20027,
South Florida Distillers,,,,"2608 South Federal Hwy, Fort Lauderdale, Florida, 33316",26.090272,-80.135994,,,,,,,
Southern Trail Distillery,,,,"27227 Morganza Turner Road, Mechanicsville, Maryland, 20659",38.415748,-76.695499,,,,,,,['']
Skagway Spirits Distillery,,,,"941 Alaska Street, Skagway, Alaska, 99840",59.459882,-135.315211,,,,,,,
Spirits Canada,,,,"219 Dufferin St Suite 100A-2, Toronto, Ontario, M6K 1Y9",43.636861,-79.426238,,,,,,,
Spirits of French Lick,,,,"7981 West Sinclair Street, West Baden Springs, Indiana, 47469",38.563357,-86.610056,,,,,,,['']
Skaalvenn Distillery,,,,"7617 Zane Avenue North, Minneapolis, Minnesota, 55443",45.094132,-93.356341,,,,,,,
Swede Hill Distilling,,,,"11 South 1st Street, Yakima, Washington, 98901",46.602071,-120.505899,,,,,,,
Surf City Still Works,,,,"7242 Heil Ave, Huntington Beach, California, 92647",33.722454,-118.001847,,,,,,,
Spirit of Yorkshire Distillery,,,,"Hunmanby Grange, Wold Newton, Driffield, England, YO25 3HS",54.141224,-0.397901,,,,,,,
South Mountain Distilling,,,,"1027 Malcolm Boulevard, Connelly Springs, North Carolina, 28612",35.754283,-81.52765,,,,,,,['']
Tadmore Distilling Co.,,,,"90 W. Broadway, Salem, New Jersey, 08079",39.573476,-75.47225,,,,,,,
Straitsville Special Moonshine,,,,"Glouster, Ohio, 45732",39.577847,-82.237649,,,,,,,
Suntory Hakushu Distillery,,,,"2913-1 Hakushucho Torihara, Hokuto, Yamanashi, 408-0316",35.826927,138.302865,,,,,,,
SkullSplitter Spirits,,,,"9603 State Hwy B, Higbee, Missouri, 65257",39.312734,-92.519972,,,,,,,
Stillhead Distillery,,,,"5301 Chaster Rd #105, Duncan, British Columbia, V9L 0G4",48.764159,-123.69305,,,,,,,['']
Swamp Fox Distilling,,,,"128 Exchange Street, Pendleton, South Carolina, 29670",34.650797,-82.783102,,,,,,,
Suntory Yamazaki Distillery,,,,"5 Chome-2-1 Yamazaki, Shimamoto, Mishima District, Osaka, 618-0001",34.892386,135.674354,,,,,,,
Stateline Whiskey Tour,,,,"2815 Witty Lane, Hopkinsville, Kentucky, 42240",36.913224,-87.558122,,,,,,,['']
Sleeping Giant Distillery,,,,"122 Southern Street, Rock Hill, South Carolina, 29730",34.928575,-81.024961,,,,,,,['']
Tampa Bay Rum Company,,,,"2102 E 4th Ave, Tampa, Florida, 33605",27.958279,-82.435348,,,,,,,['']
Talisker Distillery,,,,"Carbost, Isle of Skye, Scotland, IV47 8SR",57.535926,-6.226273,,,,,,,['']
Steel Toe Distillery,,,,"29750 Potomac Road, Missoula, Montana, 59823",46.881597,-113.579533,,,,,,,
St. George Distillery,,,,"Harling Road Roudham, Bridgham, England, NR16 2QW",52.453818,0.909867,,,,,,,
Stoneyard Distillery,,,,"4600 US-6, Gypsum, Colorado, 81637",39.644973,-107.038466,,,,,,,['']
Switchgrass Spirits,,,,"6100 Idadale Ave, St. Louis, Missouri, 63133",38.681271,-90.281924,,,,,,,
Tate & Company Distillery,,,,"7324 Steinbeck Bend Dr, Waco, Texas, 76708",31.602471,-97.208792,,,,,,,
Skunk Brothers Spirits,,,,"40 SW Cascade Ave, Suite #45, Stevenson, Washington, 98648",45.695672,-121.884524,,,,,,,['']
Southern Pride Distillery,,,,"Fayetteville, Tennessee, 37334",35.152027,-86.570551,,,,,,,['']
Straightaway Distillery,,,,"901 SE Hawthorne Blvd, Portland, Oregon, 97214",45.51241,-122.656511,,,,,,,['']
Sub Rosa Spirits,,,,"8 Northwest 6th Avenue, Portland, Oregon, 97209",45.523062,-122.676482,,,,,,,['']
Steelbound Brewery & Distillery,,,,"6600 US-219, Ellicottville, New York, 14731",42.285977,-78.659155,,,,,,,['']
