dis_name,instagram_link,short_info,region,founded,owner,status,website,open_for_visits,capacity,types,cereals,water,longitude,latitude,url
Thornton Distilling,https://www.instagram.com/thorntondistilling,,"Illinois, United States",2015,,operational,www.thorntondistilling.com,Yes,,bourbon,,,-87.6087,41.56849,https://whiskey-map.com/distillery/thornton-distilling/2324
Thornæs,https://www.instagram.com/thornaesdestilleri,,"Hovedstaden, Denmark",2018,,operational,thornaes.com,Yes,,single malt,,,12.26074,55.99734,https://whiskey-map.com/distillery/thorns/2325
Three Societies,https://www.instagram.com/three_societies,,"Gyeonggi-do, Korea, Republic of",2020,,operational,threesocieties.co.kr,Yes,,single malt,,,127.27936,37.63744,https://whiskey-map.com/distillery/three-societies/2328
Thumb Butte,https://www.instagram.com/bestwhiskeyinthewest,,"Arizona, United States",2013,,operational,thumbbuttedistillery.com,Yes,,"single malt, bourbon, rye",,,-112.46081,34.5472,https://whiskey-map.com/distillery/thumb-butte/2330
Thy,https://www.instagram.com/thywhisky,,"Nordjylland, Denmark",2010,Jakob Stjernholm / Andreas Stærk Poulsen,operational,thy-whisky.dk,Yes,50000 l.,single malt,barley,,8.42798,56.89141,https://whiskey-map.com/distillery/thy/2332
Tin Shed Distilling Co.,https://www.instagram.com/iniquitywhisky,,"South Australia, Australia",2004,,operational,tinsheddistillingco.com.au,No,,single malt,,,138.55757,-34.9099,https://whiskey-map.com/distillery/tin-shed-distilling-co/2338
Tipperary Boutique Distillery,https://www.instagram.com/tipperaryboutiquedistillery,,"Munster, Ireland",2014,Ahearn family,operational,tipperarydistillery.ie,No,,irish,,,-7.84293,52.34758,https://whiskey-map.com/distillery/tipperary-boutique-distillery/2339
Toberanrigh,,,"Campbeltown, United Kingdom",1834,John Mitchell,closed,-,No,,single malt,,,-5.60702,55.42555,https://whiskey-map.com/distillery/toberanrigh/2344
Tom's Foolery,https://www.instagram.com/tomsfoolerydistillery,,"Ohio, United States",2008,,operational,www.tomsfoolery.com,No,,"bourbon, rye",,,-81.17248,41.39281,https://whiskey-map.com/distillery/toms-foolery/2348
Toulvaddie,https://www.instagram.com/toulvaddie_distillery,,"Highlands, United Kingdom",2015,,operational,www.toulvaddiedistillery.com,No,30000 l.,single malt,,,-3.94578,57.76208,https://whiskey-map.com/distillery/toulvaddie/2359
Traverse City Whiskey Co.,https://www.instagram.com/tcwhiskey,,"Michigan, United States",2011,,operational,www.tcwhiskey.com,Yes,,"bourbon, rye",,,-85.73173,44.77713,https://whiskey-map.com/distillery/traverse-city-whiskey-co/2366
Tria Prima,https://www.instagram.com/triaprimawhisky,,"South Australia, Australia",2017,,operational,www.triaprima.com.au,No,,single malt,,,138.87628,-35.08016,https://whiskey-map.com/distillery/tria-prima/2369
Triple Eight,https://www.instagram.com/tripleeightdistillery,,"Massachusetts, United States",1997,Dean & Melissa Long,operational,tripleeightdistillery.com,No,,"single malt, bourbon",,,-70.13114,41.26337,https://whiskey-map.com/distillery/triple-eight/2370
Tsunuki,,,,,Hombo Shuzo Co,operational,www.hombo.co.jp,Yes,108000 l.,"blended, single malt",barley,Mount Kurata,130.2861,31.359,https://whiskey-map.com/distillery/tsunuki/2373
Turv Exloo,,,"Drenthe, Netherlands",2016,,demolished,-,No,,single malt,,,6.86413,52.88142,https://whiskey-map.com/distillery/turv-exloo/2380
Twin Stills Moonshine,https://www.instagram.com/lioldtymer,,"New York, United States",1926,,operational,www.liooldtymer.com,Yes,,moonshine,,,-72.61234,40.97488,https://whiskey-map.com/distillery/twin-stills-moonshine/2385
Two James Spirits,https://www.instagram.com/twojames,,"Michigan, United States",2012,,operational,twojames.com,Yes,,"bourbon, rye",,,-83.07951,42.33114,https://whiskey-map.com/distillery/two-james-spirits/2389
Undammed Distilling,https://www.instagram.com/undammedspirits,,"Montana, United States",2021,,operational,undammedspirits.com,Yes,,"single malt, bourbon",,,-108.49817,45.78613,https://whiskey-map.com/distillery/undammed-distilling/2397
Union,https://www.instagram.com/uniondistillery,,"Rio Grande do Sul, Brazil",1948,,operational,uniondistillery.com.br,Yes,,pure malt,,,-51.52181,-29.1959,https://whiskey-map.com/distillery/union/2399
Union Horse Distilling Co.,https://www.instagram.com/unionhorsedistillingco,,"Kansas, United States",2010,,operational,www.unionhorse.com/,Yes,,"bourbon, rye",,,-94.72139,38.97291,https://whiskey-map.com/distillery/union-horse-distilling-co/2401
Uppsala,,,"Uppsala, Sweden",-,Magnus Johansson,operational,uppsaladestilleri.se,Yes,,single malt,,,17.53029,59.8737,https://whiskey-map.com/distillery/uppsala/2404
Valamo,,,"North Karelia, Finland",-,,operational,valamodistillery.com,Yes,,single malt,,,28.79069,62.56312,https://whiskey-map.com/distillery/valamo/2408
Valentine Distilling,https://www.instagram.com/valentinedistillingco,,"Michigan, United States",2007,,operational,www.valentinedistilling.com,Yes,,"bourbon, rye",,,-83.11508,42.45435,https://whiskey-map.com/distillery/valentine-distilling/2409
Van Brunt Stillhouse,https://www.instagram.com/vanbrunt_whiskey,,"New York, United States",2012,,operational,www.vanbruntstillhouse.com,Yes,,"single malt, bourbon, rye",,,-74.01018,40.67364,https://whiskey-map.com/distillery/van-brunt-stillhouse/2411
Vapor,,,"Colorado, United States",2007,Alastair Brogan,operational,boulder-spirits.com,,,bourbon,,,-105.22876,40.01849,https://whiskey-map.com/distillery/vapor/2412
Vareler,https://www.instagram.com/varelerbrauhaus,,"Lower Saxony, Germany",2000~,,operational,vareler-brauhaus.de,No,,single malt,,,8.16489,53.40625,https://whiskey-map.com/distillery/vareler/2414
Vattudalen Whisky,https://www.instagram.com/vattudalenwhisky,,"Jämtlands, Sweden",2015,Rislund Family,operational,www.vattudalenwhisky.com,No,,"single malt, rye",,,15.38727,64.00059,https://whiskey-map.com/distillery/vattudalen-whisky/2415
Venakki,https://www.instagram.com/venakkidistillery,,"Santarém, Portugal",-,,operational,venakkidistillery.business.site/,No,,"single malt, rye, moonshine",,,-8.55514,39.27234,https://whiskey-map.com/distillery/venakki/2416
Macaloney,https://www.instagram.com/macaloneysdistillery,,"British Columbia, Canada",2016,-,operational,macaloneydistillers.com,Yes,,"single malt, canadian",barley,,-123.38707,48.48457,https://whiskey-map.com/distillery/macaloney/2420
Vielanker,,,"Mecklenburg-Vorpommern, Germany",-,,operational,www.vielanker.de,No,,single malt,,,11.14044,53.23563,https://whiskey-map.com/distillery/vielanker/2422
Vienna Craft,,,"Vienna, Austria",-,,operational,viennacraftdistillery.at,No,,bourbon,,,16.41954,48.29742,https://whiskey-map.com/distillery/vienna-craft/2423
Vikre,https://www.instagram.com/vikredistillery,,"Minnesota, United States",2014,Emily & Joel Vikre,operational,www.vikredistillery.com,Yes,,"blended, bourbon, rye",,,-92.09383,46.78009,https://whiskey-map.com/distillery/vikre/2424
Virginia Distillery Co.,https://www.instagram.com/vadistillery,,"Virginia, United States",2011,,operational,vadistillery.com,Yes,,single malt,,,-78.86273,37.7826,https://whiskey-map.com/distillery/virginia-distillery-co/2429
Vogel Hausbräu Durlach,,,"Baden-Württemberg, Germany",2010,Rudi Vogel,operational,www.vogelbraeu.de,No,,single malt,,,8.46604,48.99842,https://whiskey-map.com/distillery/vogel-hausbrau-durlach/2433
Vulkan,https://www.instagram.com/vulkan_brauerei,,"Rhineland-Palatinate, Germany",-,,operational,vulkan-brauerei.de,Yes,,single malt,,,7.28232,50.3775,https://whiskey-map.com/distillery/vulkan/2434
Wagging Finger,https://www.instagram.com/wagging_finger,,"Overijssel, Netherlands",2016,,operational,www.waggingfinger.com,No,,single malt,,,6.20205,52.24251,https://whiskey-map.com/distillery/wagging-finger/2436
Saburomaru,,,"Chubu, Japan",1952,-,operational,-,No,,"blended, single malt",barley,,136.9701,36.65681,https://whiskey-map.com/distillery/saburomaru/2437
Klotz GbR,,,"Baden-Württemberg, Germany",2013,Klotz,operational,waldhornbrennerei.de,No,,single malt,,,9.46965,48.86141,https://whiskey-map.com/distillery/klotz-gbr/2440
Walsh Whiskey,https://www.instagram.com/writerstearswhiskey,,"Leinster, Ireland",1999,Bernard and Rosemary Walsh,operational,walshwhiskey.com,Yes,,"single malt, irish",barley,,-6.884,52.85358,https://whiskey-map.com/distillery/walsh-whiskey/2443
Wannborga,https://www.instagram.com/wannborga.se,,"Kalmar, Sweden",-,Ingrid & Gunnar Dahlberg,operational,wannborga.se,Yes,,single malt,,,16.74974,56.9182,https://whiskey-map.com/distillery/wannborga/2446
Warfield,https://www.instagram.com/warfield_idaho,,"Idaho, United States",2015,,operational,drinkwarfield.com,No,,bourbon,,,-114.36387,43.68078,https://whiskey-map.com/distillery/warfield/2448
Watercure Farm,https://www.instagram.com/watercurefarmdistillery,,"Connecticut, United States",2019,,operational,watercurefarm.com,Yes,,"bourbon, rye",,,-71.99625,41.85847,https://whiskey-map.com/distillery/watercure-farm/2449
Watershed,https://www.instagram.com/watershedkitchenandbar,,"Ohio, United States",2010,,operational,www.watersheddistillery.com,Yes,,bourbon,,,-83.03701,39.99225,https://whiskey-map.com/distillery/watershed/2451
Wave Distil,https://www.instagram.com/wavedistil_belgium,,"Namur, Belgium",2010,Thierry Van Renterghem,operational,wavedistil.be,Yes,,single malt,,,4.98237,50.25969,https://whiskey-map.com/distillery/wave-distil/2452
Weidenauer,,,"Lower Austria, Austria",-,Oswald Weidenauer,operational,www.weidenauer.at,Yes,400 l.,"single malt, bourbon, rye, single grain",,,15.30477,48.4253,https://whiskey-map.com/distillery/weidenauer/2455
Mößlein,,,"Bavaria, Germany",1996,Reiner Mößlein,operational,www.weingeister.de,Yes,600 l.,"single malt, single grain",,,10.26798,49.89973,https://whiskey-map.com/distillery/molein/2462
Weldon Mills,https://www.instagram.com/weldon.mills,,"North Carolina, United States",2019,,operational,weldonmills.com,Yes,,bourbon,,,-77.5912,36.42572,https://whiskey-map.com/distillery/weldon-mills/2465
West Bottoms Whiskey,https://www.instagram.com/westbottomswhiskeyco,,"Missouri, United States",2021,,operational,westbottomswhiskey.co,Yes,,bourbon,,,-94.60079,39.09953,https://whiskey-map.com/distillery/west-bottoms-whiskey/2466
West Cork Distillers,https://www.instagram.com/westcorkdistill,,"Munster, Ireland",2014,,operational,www.westcorkdistillers.com,Yes,,irish,,,-9.269,51.55774,https://whiskey-map.com/distillery/west-cork-distillers/2467
Western Reserve Distillers,https://www.instagram.com/westernreservedistillers,,"Ohio, United States",2014,,operational,www.westernreservedistillers.com,No,,"bourbon, rye",,,-81.79279,41.47685,https://whiskey-map.com/distillery/western-reserve-distillers/2470
Western Son,https://www.instagram.com/westernsonvodka,,"Texas, United States",2011,John Straits & Evan Batt,operational,westernsondistillery.com,Yes,,bourbon,,,-96.96233,33.39398,https://whiskey-map.com/distillery/western-son/2471
Westward Whiskey,https://www.instagram.com/westwardwhiskey,,"Oregon, United States",2004,,operational,westwardwhiskey.com,Yes,,"single malt, bourbon",,,-122.66544,45.51898,https://whiskey-map.com/distillery/westward-whiskey/2475
Weutz,,,"Styria, Austria",2004,Brigitte & Michael Weutz,operational,www.weutz.at,No,,"single malt, bourbon",,,15.45011,46.82107,https://whiskey-map.com/distillery/weutz/2476
Weyermann,https://www.instagram.com/weyermann_destillerie,,"Bavaria, Germany",2018,Mich. Weyermann® GmbH & Co. KG,operational,www.weyermann.de,Yes,,"single malt, rye",,,10.89809,49.90373,https://whiskey-map.com/distillery/weyermann/2477
Whiskey Acres Distilling Co.,https://www.instagram.com/whiskeyacres,,"Illinois, United States",2014,,operational,www.whiskeyacres.com,Yes,,"bourbon, rye",,,-88.72536,41.87765,https://whiskey-map.com/distillery/whiskey-acres-distilling-co/2482
WhistlePig,https://www.instagram.com/whistlepigwhiskey,,"Vermont, United States",2007,,operational,whistlepigwhiskey.com,No,,"bourbon, rye",,,-73.27564,43.91201,https://whiskey-map.com/distillery/whistlepig/2485
White Dog Distilling,https://www.instagram.com/whitedogdistilling,,"Rhode Island, United States",2016,Carlo and Alecia Catucci,operational,whitedogdistilling.com,Yes,,"bourbon, moonshine",,,-71.40559,41.87235,https://whiskey-map.com/distillery/white-dog-distilling/2488
White Hills,https://www.instagram.com/whitehillsdistillery,,"Connecticut, United States",2020,Dan Beardsley,operational,whitehillsdistillery.com,No,,"bourbon, rye, moonshine",,,-73.15065,41.33346,https://whiskey-map.com/distillery/white-hills/2489
White Tiger,,,"Maryland, United States",-,,operational,white-tiger-distillery-llc.square.site,Yes,,rye,,,-76.3586,39.56877,https://whiskey-map.com/distillery/white-tiger/2491
Whitmeyer's Distilling Co.,https://www.instagram.com/whitmeyers_distilling,,"Texas, United States",2012,,operational,www.whitmeyers.com,No,,"blended, bourbon, rye",,,-95.41607,29.77598,https://whiskey-map.com/distillery/whitmeyers-distilling-co/2492
Widow Jane,https://www.instagram.com/widowjane,,"New York, United States",2014,,operational,widowjane.com,Yes,,"bourbon, rye",,,-74.01535,40.67735,https://whiskey-map.com/distillery/widow-jane/2495
Wieser,https://www.instagram.com/wieserwachau,,"Lower Austria, Austria",-,Markus Wieser,operational,www.wieserwachau.com,No,,single malt,,,15.45448,48.38073,https://whiskey-map.com/distillery/wieser/2496
Willibald Farm Distillery & Brewery,https://www.instagram.com/drinkwillibald,,"Ontario, Canada",2017,,operational,drinkwillibald.com,Yes,,canadian,,,-80.42322,43.28765,https://whiskey-map.com/distillery/willibald-farm-distillery-brewery/2506
Willie's,https://www.instagram.com/williesdistillery,,"Montana, United States",2010,,operational,williesdistillery.com,Yes,,"bourbon, canadian",,,-111.72602,45.34896,https://whiskey-map.com/distillery/willies/2507
Wollersheim,https://www.instagram.com/wollersheimwine,,"Wisconsin, United States",2015,,operational,www.wollersheim.com,Yes,,"bourbon, rye",,,-89.70742,43.28757,https://whiskey-map.com/distillery/wollersheim/2516
Wonderland,https://www.instagram.com/wonderlanddistilling,,"Michigan, United States",2018,,operational,wonderlanddistilling.com,No,,"blended, bourbon",,,-86.29258,43.21543,https://whiskey-map.com/distillery/wonderland/2517
Wood Hat Spirits,https://www.instagram.com/woodhatspirits,,"Missouri, United States",2012,,operational,www.woodhatspirits.com,Yes,,bourbon,,,-91.44822,38.89785,https://whiskey-map.com/distillery/wood-hat-spirits/2519
Woodinville Whiskey Co.,https://www.instagram.com/woodinvillewhiskeyco,,"Oregon, United States",2010,,operational,www.woodinvillewhiskeyco.com,Yes,,"bourbon, rye",,,-122.15323,47.73346,https://whiskey-map.com/distillery/woodinville-whiskey-co/2521
Woodstone Creek,,,"Ohio, United States",1999,Donald Outterson,operational,www.woodstonecreek.com,Yes,,single malt,,,-84.49835,39.16711,https://whiskey-map.com/distillery/woodstone-creek/2522
Woody Creek Distillers,https://www.instagram.com/woodycreekdistillers,,"Colorado, United States",2012,Mary & Pat Scanlan & Mark Kleckner,operational,woodycreekdistillers.com,Yes,,"bourbon, rye",,,-107.08061,39.37413,https://whiskey-map.com/distillery/woody-creek-distillers/2524
Woods High Mountain,https://www.instagram.com/woodsdistillery,,"Colorado, United States",2012,PT Wood,operational,woodsdistillery.com,Yes,,"bourbon, rye",,,-105.9925,38.53694,https://whiskey-map.com/distillery/woods-high-mountain/2525
Working Man Distillers,https://www.instagram.com/workingmandistillers,,"Massachusetts, United States",-,,operational,www.workingmandistillers.com,Yes,,"bourbon, rye",,,-71.31662,41.97156,https://whiskey-map.com/distillery/working-man-distillers/2526
Wright & Brown Distilling Co.,https://www.instagram.com/wrightandbrown,,"California, United States",2014,,operational,www.wbdistilling.com,No,,"bourbon, rye",,,-122.28377,37.82013,https://whiskey-map.com/distillery/wright-brown-distilling-co/2528
Wyndberg,https://www.instagram.com/wyndbergdestille,,"Lower Saxony, Germany",-,,startup,wyndberg-destille.de,No,,unknown,,,10.40469,53.25103,https://whiskey-map.com/distillery/wyndberg/2530
Wyoming Whiskey,https://www.instagram.com/wyomingwhiskey,,"Wyoming, United States",2006,,operational,wyomingwhiskey.com,No,,bourbon,,,-108.17704,43.80508,https://whiskey-map.com/distillery/wyoming-whiskey/2531
Yack Creek,https://www.instagram.com/yackcreekdistillery,,"Victoria, Australia",2016,,operational,yackcreekdistillery.com.au,No,,single malt,,,146.82174,-36.32815,https://whiskey-map.com/distillery/yack-creek/2532
Yahara Bay Distillers,https://www.instagram.com/yaharabaydistillers,,"Wisconsin, United States",2007,Nick & Lars Quint,operational,yaharabay.com,Yes,,"bourbon, rye",,,-89.47844,43.01064,https://whiskey-map.com/distillery/yahara-bay-distillers/2533
Yamaga,https://www.instagram.com/yamaga_distillery,,"Kyushu, Japan",2013,,operational,yamagadistillery.co.jp,No,,single malt,,,130.67815,32.97946,https://whiskey-map.com/distillery/yamaga/2535
Yankee Distillers,https://www.instagram.com/yankeedistiller,,"New York, United States",2015,,operational,www.yankeedistillers.com,Yes,,"bourbon, rye",,,-73.7926,42.90209,https://whiskey-map.com/distillery/yankee-distillers/2537
Yerushalmi,https://www.instagram.com/yerushalmi_distilley,,"Jerusalem, Israel",2017,,operational,yerushalmidistillery.com/,No,,single malt,,,35.00056,31.73185,https://whiskey-map.com/distillery/yerushalmi/2541
Young & Yonder,https://www.instagram.com/youngandyonderspirits,,"California, United States",2013,Josh and Sarah Opatz,operational,www.youngandyonder.com,Yes,,"bourbon, rye",,,-122.87449,38.61267,https://whiskey-map.com/distillery/young-yonder/2546
Yserrain,https://www.instagram.com/yserrain,,"Bavaria, Germany",-,Adolf-Michael Sieber,operational,www.yserrain.de,No,,single malt,,,11.6682,48.22281,https://whiskey-map.com/distillery/yserrain/2547
Yukon Brewing & Distilling,https://www.instagram.com/twobrewerswhisky,,"Yukon, Canada",2009,,operational,www.twobrewerswhisky.com,Yes,,single malt,,,-135.07883,60.73804,https://whiskey-map.com/distillery/yukon-brewing-distilling/2548
Yuza,,,"Tohoku, Japan",2018,,operational,yuza-disty.jp,No,,single malt,,,139.92248,39.02104,https://whiskey-map.com/distillery/yuza/2549
Z'Graggen,https://www.instagram.com/zgraggendistillerie,,"Schwyz, Switzerland",1948,,operational,www.zgraggen.ch,Yes,,single malt,,,8.59124,47.03089,https://whiskey-map.com/distillery/zgraggen/2550
Zaanshine,https://www.instagram.com/zaanshine_distilleerderij,,"North Holland, Netherlands",2016,,operational,www.zaanshine.nl,No,,single malt,,,4.80806,52.46929,https://whiskey-map.com/distillery/zaanshine/2552
Zeitzer Whisky Manufactur,,,"Saxony-Anhalt, Germany",-,Daniel Rost,operational,whisky-zeitz.de,No,,"single malt, rye",,,12.13849,51.04792,https://whiskey-map.com/distillery/zeitzer-whisky-manufactur/2555
Zum Lobmüller,,,"Baden-Württemberg, Germany",-,Andrea & Andreas Lobmüller,operational,www.zumlobmueller.de,Yes,,"single malt, single grain",,,9.2048,49.08745,https://whiskey-map.com/distillery/zum-lobmuller/2560
ÆppelTreow,,,"Wisconsin, United States",-,,operational,www.aeppeltreow.com,Yes,,bourbon,,,-88.15933,42.64337,https://whiskey-map.com/distillery/ppeltreow/2563
Ærø Whisky,https://www.instagram.com/aeroewhisky,,"Syddanmark, Denmark",2013,,operational,www.aeroewhisky.com,Yes,,single malt,,,10.41109,54.88817,https://whiskey-map.com/distillery/r-whisky/2564
La Mine d'Or,https://www.instagram.com/distillerie_laminedor,,"Bretagne, France",2016,,operational,www.laminedor.bzh/,Yes,,single malt,barley,,-2.38859,47.9197,https://whiskey-map.com/distillery/la-mine-dor/2565
Rarakün,https://www.instagram.com/rarakunwhisky,,"Río Negro, Argentina",2018,Cristian Catanzaro y Nadia Salazar,operational,rarakun.com.ar,No,,single malt,,,-67.09166,-39.10607,https://whiskey-map.com/distillery/rarakun/2566
North Funen,https://www.instagram.com/northfunendistillers,,"Syddanmark, Denmark",2020,,operational,northfunendistillers.dk,Yes,,bourbon,,,10.36391,55.59825,https://whiskey-map.com/distillery/north-funen/2567
Grova,https://www.instagram.com/brennevinsgrova,,"Møre og Romsdal, Norway",2019,,operational,www.brennevinsgrova.no,No,,single malt,,,6.59521,62.339,https://whiskey-map.com/distillery/grova/2568
23rd Street,https://www.instagram.com/23rdstreetdistillery,,"South Australia, Australia",2016,,operational,www.23rdstreetdistillery.com.au,Yes,,single malt,,,140.73089,-34.1866,https://whiskey-map.com/distillery/23rd-street/2570
78 Degrees,https://www.instagram.com/78degreesdistillery,,"South Australia, Australia",2014,,operational,78degrees.com.au,Yes,,blended,,,138.89297,-35.01313,https://whiskey-map.com/distillery/78-degrees/2573
Mclaren Vale,https://www.instagram.com/mclarenvaledistillery,,"South Australia, Australia",-,,operational,mcwdistillery.com.au,Yes,,single malt,,,138.56915,-35.16836,https://whiskey-map.com/distillery/mclaren-vale/2577
Canberra,https://www.instagram.com/thecanberradistillery,,"Australian Capital, Australia",2015,,operational,www.thecanberradistillery.com.au,Yes,,bourbon,,,149.13608,-35.21146,https://whiskey-map.com/distillery/canberra/2578
Mountain,https://www.instagram.com/mountaindistilling,,"Victoria, Australia",-,,operational,www.mountaindistilling.com/,No,,single malt,,,144.60434,-37.46137,https://whiskey-map.com/distillery/mountain/2579
Bellarine,https://www.instagram.com/bellarinedistillery,,"Victoria, Australia",2015,,operational,www.bellarinedistillery.com.au,Yes,,single malt,,,144.59675,-38.14689,https://whiskey-map.com/distillery/bellarine/2580
Defiance,https://www.instagram.com/defiancedistillery,,"Victoria, Australia",2017,,operational,www.defiancedistillery.org,No,,rye,,,145.4937,-38.09609,https://whiskey-map.com/distillery/defiance/2581
Alchemie,,,"Victoria, Australia",2016,-,operational,www.alchemydistillers.com,No,,single malt,,,145.51518,-37.6545,https://whiskey-map.com/distillery/alchemie/2583
Kinglake,https://www.instagram.com/kinglakewhisky,,"Victoria, Australia",-,,operational,kinglakedistillery.com.au,Yes,,single malt,,,145.3128,-37.46211,https://whiskey-map.com/distillery/kinglake/2584
Morris,https://www.instagram.com/morriswhisky,,,,,operational,www.morriswhisky.com,Yes,,single malt,barley,,146.60736,-36.02998,https://whiskey-map.com/distillery/morris/2585
The Gospel,https://www.instagram.com/thegospelwhiskey,,"Victoria, Australia",2019,,operational,thegospelwhiskey.com,No,,rye,,,144.95778,-37.76818,https://whiskey-map.com/distillery/the-gospel/2587
Chiefs Son,,,"Victoria, Australia",2013,,operational,chiefsson.com.au,Yes,,single malt,,,145.18296,-38.22184,https://whiskey-map.com/distillery/chiefs-son/2589
Ostra,,,"Victoria, Australia",-,,startup,ostradistillers.com,No,,unknown,,,142.76942,-34.58761,https://whiskey-map.com/distillery/ostra/2590
Dusty Barrel,https://www.instagram.com/dusty_barrel_distillery,,"Victoria, Australia",-,,operational,www.dustybarreldistillery.com.au,No,,unknown,,,145.50316,-37.88525,https://whiskey-map.com/distillery/dusty-barrel/2591
Morris Lane,https://www.instagram.com/morrislanedistillery,,"Victoria, Australia",-,,operational,www.theurbancellar.com.au/morris-lane-distillery,Yes,,unknown,,,144.31825,-36.75249,https://whiskey-map.com/distillery/morris-lane/2592
Old Kempton,https://www.instagram.com/oldkemptondistillery,,"Tasmania, Australia",2012,,operational,www.oldkemptondistillery.com.au/home,Yes,,single malt,,,147.20446,-42.53828,https://whiskey-map.com/distillery/old-kempton/2594
Newcastle,https://www.instagram.com/newcastledistillingco,,"New South Wales, Australia",2018,,operational,www.newcastledistillery.com.au,Yes,,"single malt, moonshine",,,151.65692,-32.96187,https://whiskey-map.com/distillery/newcastle/2595
Hillwood,https://www.instagram.com/hillwood_whisky,,"Tasmania, Australia",-,,operational,www.tamarvalleydistillery.com.au,No,,single malt,,,146.97863,-41.24361,https://whiskey-map.com/distillery/hillwood/2596
Jones & Smith,https://www.instagram.com/jonesandsmithdistillery,,"New South Wales, Australia",2017,Jones Family,operational,www.jonesandsmithdistillery.com.au,No,,single malt,,,149.15246,-33.39174,https://whiskey-map.com/distillery/jones-smith/2597
Launceston,https://www.instagram.com/launcestondistillery,,"Tasmania, Australia",2015,,operational,www.launcestondistillery.com.au,Yes,,single malt,,,147.20987,-41.54879,https://whiskey-map.com/distillery/launceston/2599
Corra Linn,,,"Tasmania, Australia",-,,operational,www.corralinndistillery.com.au,No,,single malt,,,147.21436,-41.49523,https://whiskey-map.com/distillery/corra-linn/2600
Castle Glen,,,"Queensland, Australia",1990,,operational,www.castleglenaustralia.com.au,Yes,,single malt,,,151.92692,-28.55094,https://whiskey-map.com/distillery/castle-glen/2601
Whipper Snapper,https://www.instagram.com/whippersnapperdistillery,,"Western Australia, Australia",2014,,operational,whippersnapperdistillery.com,Yes,,"single malt, bourbon, rye",,,115.87468,-31.95022,https://whiskey-map.com/distillery/whipper-snapper/2602
Riverbourne,https://www.instagram.com/riverbourne_distillery,,"New South Wales, Australia",2015,,operational,www.riverbournedistillery.com,No,,single malt,,,149.48124,-35.63242,https://whiskey-map.com/distillery/riverbourne/2603
Hunnington,https://www.instagram.com/deadmanspointspirits,,"Tasmania, Australia",2017,,operational,hunningtondistillery.com.au,No,,"single malt, bourbon",,,147.25168,-43.13083,https://whiskey-map.com/distillery/hunnington/2606
Wild River Mountain,https://www.instagram.com/wild_river_mountain_distillery,,"Queensland, Australia",2017,,operational,www.wildrivermountaindistillery.com.au,Yes,,"single malt, bourbon",,,145.3875,-17.41842,https://whiskey-map.com/distillery/wild-river-mountain/2607
Demoiselle,https://www.instagram.com/demoiselle_absinthe,,"New South Wales, Australia",2012,,operational,www.demoiselle.com.au,No,,unknown,,,148.86739,-33.55185,https://whiskey-map.com/distillery/demoiselle/2608
Bogan Road,,,"Tasmania, Australia",2016,,operational,boganroaddistillery.com,No,,unknown,,,146.71864,-41.61299,https://whiskey-map.com/distillery/bogan-road/2610
Black Gate,https://www.instagram.com/blackgatedistillery,,"New South Wales, Australia",2009,-,operational,www.blackgatedistillery.com,Yes,,single malt,barley,,149.11721,-31.83425,https://whiskey-map.com/distillery/black-gate/2611
Iron house,https://www.instagram.com/iron_house_brewery,,"Tasmania, Australia",2015,,operational,www.ironhouse.com.au,Yes,,single malt,,,148.31094,-41.57455,https://whiskey-map.com/distillery/iron-house/2612
Otter Craft,https://www.instagram.com/ottercraftdistilling,,"New South Wales, Australia",2015,,operational,ocdistilling.com,Yes,,single malt,,,151.16514,-33.87213,https://whiskey-map.com/distillery/otter-craft/2614
Dobson's,,,"New South Wales, Australia",2004,,operational,www.dobsonsdistillery.com,Yes,,single malt,,,151.44458,-30.75427,https://whiskey-map.com/distillery/dobsons/2615
Belgrove,,,"Tasmania, Australia",2010,,operational,belgrovedistillery.com.au,Yes,,"single malt, rye",,,147.1762,-42.50324,https://whiskey-map.com/distillery/belgrove/2617
7K,https://www.instagram.com/7kdistillery,,"Tasmania, Australia",2020,,operational,www.7kdistillery.com.au,Yes,,single malt,,,147.30107,-42.83788,https://whiskey-map.com/distillery/7k/2622
Lower Marshes,,,"Tasmania, Australia",-,,operational,lowermarshdistillery.com,No,,single malt,,,147.16338,-42.38457,https://whiskey-map.com/distillery/lower-marshes/2624
McRobert,https://www.instagram.com/mcrobertdistillery,,"Western Australia, Australia",-,,operational,www.mcrobertdistillery.com.au,Yes,,single malt,,,116.01244,-32.17363,https://whiskey-map.com/distillery/mcrobert/2631
Lawrenny Estate,https://www.instagram.com/lawrennydistilling,,"Tasmania, Australia",-,,operational,www.lawrenny.com,No,,single malt,,,146.74517,-42.51582,https://whiskey-map.com/distillery/lawrenny-estate/2633
Killara,https://www.instagram.com/killara_distillery,,"Tasmania, Australia",-,Kristy Lark-Booth,operational,killaradistillery.com,No,,single malt,,,147.45012,-42.7103,https://whiskey-map.com/distillery/killara/2636
Furneaux,https://www.instagram.com/furneauxdistillery,,"Tasmania, Australia",2018,,operational,www.furneauxdistillery.com.au,Yes,,single malt,,,148.01455,-40.1219,https://whiskey-map.com/distillery/furneaux/2638
Joadja,https://www.instagram.com/joadjadistillery,,"New South Wales, Australia",2014,-,operational,www.joadjadistillery.com.au,Yes,,single malt,barley,local source,150.22682,-34.40461,https://whiskey-map.com/distillery/joadja/2640
